code,dt,o,h,l,c,body_ratio,upper_ratio,lower_ratio,pre_bull_streak,short_ret_1m,short_ret_3m,drop10_intram_1m,stop10_hit_1m
9202,2001-01-01,3950.0,3950.0,3440.0,3850.0,0.19607843137254902,0.0,0.803921568627451,2,-0.0968586387434555,-0.3010471204188482,0.0,1.0
9507,2001-01-01,1549.0,1550.0,1499.0,1548.0,0.0196078431372549,0.0196078431372549,0.9607843137254902,2,-0.11612903225806452,-0.18645161290322582,0.0,1.0
5471,2001-02-01,610.0,610.0,530.0,590.0,0.25,0.0,0.75,1,-0.034482758620689655,-0.08620689655172414,0.0,0.0
7545,2001-02-01,531.828674316406,535.300842285156,468.749938964844,515.046264648438,0.2521740326678015,0.05217311554793363,0.6956528517842648,2,-0.1129943475892938,0.03672315104914592,0.0,1.0
4206,2001-03-01,705.0,714.0,610.0,680.0,0.2403846153846154,0.08653846153846154,0.6730769230769231,2,-0.1277533039647577,-0.24816446402349487,0.0,1.0
6324,2001-03-01,222.222244262695,222.222244262695,186.407424926758,219.740768432617,0.06928628640569662,0.0,0.9307137135943034,2,0.0,0.26967805067602973,1.0,0.0
6845,2001-03-01,138.75,138.75,106.25,128.75,0.3076923076923077,0.0,0.6923076923076923,1,-0.02912621359223301,-0.11553398058252427,0.0,0.0
7906,2001-03-01,99.25,100.0,92.5,97.5,0.23333333333333334,0.1,0.6666666666666666,1,-0.02564102564102564,-0.08717948717948718,0.0,0.0
9020,2001-05-01,2293.33349609375,2366.66674804688,2183.33349609375,2356.66674804688,0.34545425490691367,0.05454547875775719,0.6000002663353291,3,-0.024182005677258898,0.0014225444646725762,0.0,0.0
1928,2001-06-01,1090.0,1092.0,986.0,1059.0,0.29245283018867924,0.018867924528301886,0.6886792452830188,0,0.012440191387559809,0.09569377990430622,0.0,0.0
2806,2001-06-01,910.0,910.0,820.0,898.0,0.13333333333333333,0.0,0.8666666666666667,3,0.022222222222222223,0.22,0.0,0.0
3003,2001-06-01,735.662414550781,735.662414550781,573.921020507813,688.705261230469,0.290322422396319,0.0,0.709677577603681,3,0.06601652058491271,0.1290323061902832,0.0,0.0
3116,2001-06-01,715.0,720.0,653.0,719.0,0.05970149253731343,0.014925373134328358,0.9253731343283582,4,0.031724137931034485,0.12413793103448276,0.0,0.0
4021,2001-06-01,1015.0,1039.0,948.0,1030.0,0.16483516483516483,0.0989010989010989,0.7362637362637363,2,0.040776699029126215,0.24951456310679612,1.0,0.0
6753,2001-06-01,17100.0,17310.0,14450.0,17000.0,0.03496503496503497,0.07342657342657342,0.8916083916083916,0,0.1557907113462669,0.37095825984714875,1.0,0.0
7205,2001-06-01,597.0,597.0,522.0,583.0,0.18666666666666668,0.0,0.8133333333333334,2,0.22508591065292097,0.35051546391752575,1.0,0.0
7514,2001-06-01,400.0,400.0,341.0,398.0,0.03389830508474576,0.0,0.9661016949152542,2,0.12060301507537688,0.1708542713567839,1.0,0.0
7906,2001-06-01,106.0,106.75,99.25,106.0,0.0,0.1,0.9,2,0.011627906976744186,0.06976744186046512,0.0,0.0
7911,2001-06-01,2590.0,2622.0,2244.0,2566.0,0.06349206349206349,0.08465608465608465,0.8518518518518519,3,0.07936507936507936,0.14965986394557823,1.0,0.0
8020,2001-06-01,1047.5,1105.0,925.0,1105.0,0.3194444444444444,0.0,0.6805555555555556,4,0.2088888888888889,0.5244444444444445,1.0,0.0
8358,2001-06-01,1050.0,1065.0,890.0,1050.0,0.0,0.08571428571428572,0.9142857142857143,2,0.14647887323943662,0.15586854460093896,1.0,0.0
9020,2001-06-01,2343.33349609375,2400.0,2133.33349609375,2400.0,0.21249951934785116,0.0,0.7875004806521488,4,0.06954106080150778,0.0,0.0,0.0
9022,2001-06-01,1578.0,1584.0,1430.0,1550.0,0.18181818181818182,0.03896103896103896,0.7792207792207793,4,0.036601307189542485,-0.0915032679738562,0.0,0.0
8031,2001-07-01,422.5,423.5,385.0,415.0,0.19480519480519481,0.025974025974025976,0.7792207792207793,3,0.012062726176115802,0.12907117008443908,0.0,1.0
9507,2001-07-01,2000.0,2015.0,1856.0,1954.0,0.2893081761006289,0.09433962264150944,0.6163522012578616,3,0.005128205128205128,-0.05897435897435897,0.0,0.0
9706,2001-08-01,1194.0,1210.0,1041.0,1152.0,0.2485207100591716,0.09467455621301775,0.6568047337278107,2,0.25,0.17,1.0,0.0
1802,2001-09-01,511.0,553.0,434.0,552.0,0.3445378151260504,0.008403361344537815,0.6470588235294118,1,0.0075046904315197,0.30206378986866794,0.0,0.0
1803,2001-09-01,522.0,563.0,411.0,555.0,0.21710526315789475,0.05263157894736842,0.7302631578947368,1,0.02,0.19272727272727272,1.0,0.0
1860,2001-09-01,452.0,474.0,375.0,474.0,0.2222222222222222,0.0,0.7777777777777778,1,0.14285714285714285,0.2546583850931677,1.0,0.0
