rule,n,hit10,lift,avg_ret20,win20
ext_ma20>=0.03 & cnt60>=30 & pdown>=0.55 & pturndown>=0.50,1790,0.5955307262569832,3.2879599573381877,0.013044550492380937,0.5815642458100558
cnt60>=50 & pdown>=0.52 & pturndown>=0.62,2004,0.591816367265469,3.26745276418623,-0.005042360176141472,0.5653692614770459
pdown>=0.55 & pturndown>=0.50,19508,0.5895530038958376,3.2549566026950716,0.015448714317652846,0.5986774656551158
cnt60>=60 & pdown>=0.55 & pturndown>=0.55,1468,0.5885558583106267,3.249451303621057,-0.0021458876579244705,0.5749318801089919
cnt60>=60 & pdown>=0.52 & pturndown>=0.62,1584,0.5858585858585859,3.2345595047174434,-0.011265464910345564,0.5599747474747475
cnt60>=50 & pdown>=0.55 & pturndown>=0.55,1950,0.5846153846153846,3.2276957179700325,-0.00010190704377679165,0.5692307692307692
cnt60>=40 & pdown>=0.52 & pturndown>=0.60,3030,0.5844884488448845,3.226994898159808,-0.0031513016328474155,0.5504950495049505
pdown>=0.52 & pturndown>=0.58,20065,0.5844505357587839,3.22678557779486,0.006981433765898038,0.5758783952155495
ext_ma20>=0.03 & cnt60>=30 & pdown>=0.52 & pturndown>=0.58,2140,0.5785046728971963,3.1939581213114674,0.0026872763336085424,0.561214953271028
cnt60>=40 & pdown>=0.55 & pturndown>=0.50,2961,0.5663627152988855,3.126921663532265,0.003221227131649192,0.5582573454913881
cnt60>=50 & pdown>=0.52 & pturndown>=0.60,2315,0.5632829373650108,3.1099180295002835,-0.006453190975215241,0.5568034557235421
cnt60>=60 & pdown>=0.52 & pturndown>=0.60,1825,0.553972602739726,3.0585151277058498,-0.012075029540719012,0.5501369863013699
cnt60>=50 & pdown>=0.55 & pturndown>=0.50,2145,0.5533799533799534,3.0552430759413305,0.0004102667972725782,0.5664335664335665
cnt60>=60 & pdown>=0.55 & pturndown>=0.50,1629,0.5524861878453039,3.0503085441705746,-0.0013056391791006624,0.572744014732965
pdown>=0.52 & pturndown>=0.55,23861,0.5391643267256192,2.9767577700668677,0.004839108720254455,0.5651481497003479
pdown>=0.52 & pturndown>=0.50,27973,0.5022700461158974,2.773062289798369,0.005158789053254354,0.5619704715261145
