cnt_60_above,n,rev5_drop3,rev10_drop5,down20_ge10,avg_ret20
172,79,0.5569620253164557,0.4810126582278481,0.4936708860759494,0.027775083798742307
173,68,0.5441176470588235,0.4852941176470588,0.45588235294117646,0.03475424643463492
174,75,0.52,0.49333333333333335,0.4266666666666667,0.03739700437208922
175,69,0.5362318840579711,0.5217391304347826,0.4492753623188406,0.04400978213930617
176,69,0.5362318840579711,0.4782608695652174,0.42028985507246375,0.039427521934130405
177,70,0.5428571428571428,0.4142857142857143,0.4,0.03338269833674113
178,65,0.6153846153846154,0.5076923076923077,0.4461538461538462,0.02670041072299025
179,55,0.509090909090909,0.45454545454545453,0.4,0.03424958268365063
180,47,0.48936170212765956,0.40425531914893614,0.425531914893617,0.028650804408034747
181,52,0.6346153846153846,0.5576923076923077,0.40384615384615385,0.03119140510933366
182,45,0.5777777777777777,0.5777777777777777,0.35555555555555557,0.03419340448967862
183,41,0.6097560975609756,0.5609756097560976,0.4146341463414634,0.03909171390837581
184,42,0.6666666666666666,0.6190476190476191,0.42857142857142855,0.04173981888684462
185,35,0.6285714285714286,0.6285714285714286,0.45714285714285713,0.023369523006878605
